,stars,text,stopwords,punctuation,numerics,upper,word_count,char_count,avg_word,polarity,subjectivity
38,5, fine mist love,0,2,0,0,4,15,4.0,0.45833333333333337,0.55
39,5, good good,0,0,0,0,3,10,4.0,0.7,0.6000000000000001
40,5, oooolala make water france know mean five star,5,2,0,1,9,47,4.9,-0.3125,0.6875
41,5, miracle spray sample spray medicine cabinet month try didn even know finally try rash dermatologist treat give cream burn like crazy sprayed rash instant relief haven use prescription cream since great leg shave keep moist stop pitch great face morning night need wake auto delivery amazon know live without,52,19,0,11,50,308,5.3,0.18939393939393936,0.7611111111111111
42,5, scent absolutely refresh spray mental rest love day get distressful take spray mind case,4,6,0,2,15,89,5.4,0.19999999999999998,0.5666666666666668
43,5, best water ever dry skin one best explanation need good basic care wet brush put make up basically anything,9,6,0,0,20,108,4.7,0.4222222222222222,0.3875
44,5, refresh healthy alternative skin type found brand europe recommend doctor refresh soothe healthy alternative skin type especially sensitive skin first step wash face morning night routine,20,4,0,2,27,188,6.2,0.3625,0.5833333333333334
45,5, love arrive crack lid arrive crack lid,5,1,0,0,8,39,4.6,0.5,0.6
46,5, delivery medium could load know item receive like,6,1,0,2,9,50,5.2,0.0,0.0
47,5, recommend dermatologist fabulous perfect sunburnt face peal recommend dermatologist,11,3,0,1,10,84,8.3,0.7,1.0
48,1, receive go cut dirty item allow return receive full debt cut item outside dirty seem like use itemtried return replace new one allow return due shipping policybad experience recommend,20,7,0,0,30,184,5.3,-0.13977272727272727,0.5049242424242425
49,5, pregnancy lifesaver use hotirritated skin itchy stretch mark pregnancy can stress soothe cool bought labour use much pregnancy need another bottle,16,4,0,3,22,147,6.0,0.275,0.42500000000000004
50,5, excellent quality love especially summer quick light spray gorgeous x,5,0,0,0,11,70,6.0,0.48888888888888893,0.7833333333333333
51,5, great cooking down sincere spray produce much finer spray band bottle great skincarecooling summer quite large spread water make sense spirit large area quickly last long time probably efficient spread water particle thinly,26,9,0,0,34,224,5.8,0.21230158730158735,0.4662698412698413
52,5, cleanse refresh use face refresh,2,3,0,0,6,33,5.6,0.0,0.0
53,5, feel fresh tool skin feel fresh spray feel well least month buy,9,3,0,0,13,64,4.3,0.09999999999999999,0.4666666666666666
54,5, refresh love,0,1,0,0,3,13,5.5,0.5,0.6
55,5, avenue thermal spring water described arrive time suitable sensitive skin good leaf skin feel hydrate soft would recommend,7,6,0,1,19,123,5.8,0.36250000000000004,0.65
56,5, the lot love special make,4,0,0,1,6,26,4.2,0.4285714285714286,0.5857142857142856
57,1, disappointed seem like second hand th,1,0,0,0,7,38,5.3,-0.375,0.375
58,5, awesome fir sensitive skin work make skin less red irritated daily,4,2,0,0,12,67,5.1,0.1866666666666667,0.3933333333333333
59,5, comfortable expensive easy effect pretty good scent okay sensitive skin since gentle,11,4,0,0,13,85,6.1,0.2604166666666667,0.7666666666666667
60,1, cause bad breakup allergic reaction use time first receive terrible breakup day laterally ordinary want certain cause spray stop use caution give another try help soothe sunburnt one list us within minute wheel cough sneer skin burning wash face felt well almost immediately give use avenue love super disappointed little look affected maybe get bad batch,50,11,0,6,57,356,5.4,-0.2289880952380952,0.6254761904761905
61,5, love love line,1,0,0,0,4,15,4.0,0.5,0.6
62,5, happily give company thousand dollar life soon nice soon satisfy perfect everyone show like oooooo call love buy forever,15,6,0,3,20,121,5.4,0.725,0.9
63,5, love love love heaven bottle,3,0,0,0,6,29,4.8,0.5,0.6
64,5, take chance cool fifty,1,1,0,0,5,23,4.7,0.35,0.65
65,5, softer smoother skin like facial spray step skin care use city lentelli tone spray price point quantity far exceeds feel like city help red sensitive skin exceed expectation simple mineral water would recommend press trigger spray minimal notice press firmly like feel waaaay much water half press perfect amount cover entire face neck there scent doesn burn eye help serum moisturizer penetrate significantly well skin felt exponentially softer smoother definitely purchase,48,21,0,7,72,475,5.7,0.10064102564102564,0.5095238095238095
66,5, nice always nice sensitive skin hot summer harsh cold winter well,5,1,0,0,12,66,5.0,0.12500000000000003,0.9083333333333333
67,5, refresh refresh face relieve itchiness cause psoriasis lessen amaze single day go wear time feel itchy face spray relief feel relief instantly,26,9,0,2,23,143,5.5,-0.03571428571428571,0.44047619047619047
68,5, amaze use couple time amaze use accompany skin care regiment woke morning skin hydrate supple,19,4,0,4,16,94,5.3,0.0,0.0
69,3, doesn work well get prime day reason give star old one get struck doesn spray anymore still half bottle,13,8,1,1,20,104,4.5,-0.033333333333333326,0.18333333333333335
70,5, excellent excellent,0,1,0,0,3,20,9.0,1.0,1.0
71,5, yes water water pure water result think slightly different physical property tap water example live area hard water hair never get soft matter style put spray avenue water hair say soft wave hair come hair soft even color look little well probably way lay article hair dry day spray hair revitalizes without get friday course really hot light spray face neck shoulder tool instantly,60,34,0,6,65,383,5.0,0.058062770562770566,0.5116300366300367
72,1, terrible few smell use avenue eau thermal year last bottle terrible smell stick few,6,2,0,1,15,84,5.0,-0.4800000000000001,0.4533333333333334
73,1, buy broken spray head can even return garage head broken leak,3,1,0,6,12,62,4.6,-0.4,0.4
74,5, moisturize comfortable comfortable item use face clearing,6,1,0,0,8,58,7.3,0.4,0.8
75,5, great pick come face care like scent one perfect hydrate face leaf smooth fresh,14,5,0,2,15,80,4.7,0.625,0.6875
76,1, spray noble stop work never buying see video medium could load th time bought do spray noble get flog see attach video still good amount water left horrible do didn think moisturize face well water dry face quickly time left bedroom sprayed face dry search another,36,15,0,5,47,265,4.8,0.1222222222222222,0.5666666666666667
77,5, want hate love get oz version seem bang buck really want hate swore would one people spray face water convert say skin feel softer feel really soothe refresh spray night start lay serum get oz version seem bang bucket mean essential routine really enjoy use feel,48,14,2,11,47,263,4.7,-0.07656250000000002,0.5359375
78,5, excellent wont anything else initially come across avenue try piece avenue sample kit system hyper sensitive skin make difference red inflame tight often painful skin wont anything else even famous critique yellow moisturizer swore previously system work sensitive skin rosacea every day day saw good improvement skin week skin much well spray make face feel dry tight inflame day problem ruin make cause smear really miserable wake face burning inflame every morning like sensitive skin truly pain try avenue hope help,64,27,3,9,82,520,5.4,0.025595238095238095,0.5461309523809524
79,5, amazingness purchase item horrible experience wake use retinue serum long story short wax take hair skin rook mistake leave significant size blotch face devastate lot research lead find amazingness scar regime compose big oil neoporin cetaphil cleanse aquaphor five day later heal minimal visibility skin discoloration amaze continue purchase matter fact find look excuse include morning night set make couldn believe spring water leaf skin feel incredibly soft consider highly recommend worth price difference compare similar opinion inferior alternative,66,22,0,8,80,556,6.0,-0.02208333333333334,0.39291666666666664
80,5, love scent feel great cool aggravate skin perfect quick spirit put lotion quick refresh throughout day make always get dry throughout day great pull quick sure moisture blast love,23,5,0,1,30,180,5.2,0.4893939393939393,0.6671717171717172
81,5, simple effective hydration thing could wash face get personal dermatitis wonderful love cool feel mist morning night simply wipe away cotton ballad travel size avenue kept cooper visit western u desert summertime amaze cool keep skin hydratedonly kind simple effective,31,11,0,6,41,269,5.7,0.3333333333333333,0.5642857142857143
82,2, work thing daughter high hope would help eczema nothing,13,4,0,0,10,56,5.2,0.16,0.5399999999999999
83,2, miracle water thought sensitive skin,3,1,0,1,6,37,6.4,0.1,0.9
84,5, nice everyday,1,3,0,1,3,14,6.0,0.19999999999999998,0.8
85,5, sensitive skin thermal water refresh hydrate,1,0,0,0,7,45,6.5,0.1,0.9
86,4, change opinion one people thought pay much water get super dry red itchy skin around nose chin use tolerable cream recommend together now change skin within day refresh moisturize make sometimes ruin come fine mist great,35,9,0,3,37,221,5.1,0.28055555555555556,0.4527777777777778
87,5, good quality good quality,0,0,0,0,5,26,5.5,0.7,0.6000000000000001
88,5, great scent inflame sensitive skin facial eczema struggle sensitive skin ardor facial eczema definitely help calm skin sometimes two layer spray feel inflame,11,4,0,2,24,158,5.9,0.18571428571428572,0.5428571428571428
89,5, save face okay know your think bottle water get person dermatologist recommend rosacea severely dry skin give shot poor nose cheek nose chin dry flay inflame felt like crusty mask top facethis save face actually soft skin face nowhere nightly routine mist face apply avenue rise cleanse milk soft cotton pad mist face wait second let awesome water soak bit clean hand take small day aquaphor rub palm pat face lightly palm finger apply aquaphor top water take small amount aquaphor absorb quickly doesn feel greasy minute hate lengthy bedtime beauty routine fast easy work,69,34,2,5,96,573,5.0,0.14444444444444443,0.5574074074074075
90,4, love really love expensive,4,1,0,1,5,27,5.7,0.16666666666666666,0.6333333333333333
91,5, perfect mist sensitive skin sincere staple day night wash face refresh addict give try facial mist spray like even la rise always end come back avenegreat people personal dermatitis keep flare up control help sting,18,7,0,3,36,215,5.1,0.26666666666666666,0.44999999999999996
92,5, best thermal water water great calm rosacea kind irritated skin extremely sensitive skin tolerate many year use daily she butter squeeze moisturizer expensive try replace water never work way one really something different worth money keep skin calm happy,36,10,0,2,40,256,5.6,0.3384615384615385,0.573076923076923
93,5, must think purchase thermal water try one best remove irritation redness,13,3,1,4,12,73,5.6,1.0,0.3
94,5, clear dermatitis struggle dermatitis outbreak chest prescription cortizone cream want help would clear back next day start spray french water skin clear,20,4,0,3,23,153,6.0,0.05000000000000001,0.19166666666666665
95,3, okay bad sensitive skin feel like anything feel good spray grm see benefit,13,1,0,2,14,75,4.8,0.15000000000000002,0.6666666666666666
96,5, good sensitive skin can remember many avenue spray use really nice skin skin sensitive mixed love every face wash sometimes use without others especially go bed,15,6,0,3,27,161,5.2,0.3125,0.71875
97,5, purchase work sensitive skin purchase,5,1,0,0,6,38,6.6,0.1,0.9
98,2, prayer stop work two week use prayer stop work leave almost full bottle can wont buy,7,3,0,1,17,85,4.3,0.35,0.55
99,5, amaze love mist,1,1,0,0,4,16,4.3,0.5,0.6
100,5, perfection fine mist wonderful feel like almost like forever soft wind drape across face since fine mist doesn carelessly fly meaning doesn end hair around face ill buying mist,21,12,0,0,30,177,5.1,0.37222222222222223,0.7083333333333334
101,3, delicate spray spray delicate,3,0,0,0,5,30,6.5,-0.3,0.9
102,5, recommend comfortable,2,2,0,0,3,22,10.0,0.4,0.8
103,5, love absolutely love every morning night sometimes keep face moisturize cool mist refresh staple face care routine,13,5,0,2,18,115,5.8,0.45,0.6166666666666667
104,4, perfect dry skin love lot really helpful super dry skin,5,2,0,1,11,56,4.6,0.31666666666666665,0.6111111111111112
105,1, broken spray function stop work half content left can return get credit go trashcan waste money,10,4,0,2,17,96,5.0,-0.19166666666666665,0.14166666666666666
106,2, doesn anything get have give use month absolutely nothing change,9,2,0,1,11,65,5.5,0.2,0.9
107,5, must water life everywhere house bag use everything body,11,4,0,2,10,57,5.3,0.0,0.0
108,3, special ok expensive special work child dry itchy skin ok make set would give star,15,5,2,1,16,83,4.5,0.19126984126984128,0.5738095238095238
109,5, perfect love service great definitely buy,5,1,0,1,7,42,6.0,0.575,0.7125
110,5, love really sensitive skin try many already friend recommend spray decide give try unlike skin try burning face like one cut give burn irritation make skin feel smooth soft tell skin red anymore,32,7,0,6,34,195,4.9,0.26666666666666666,0.47500000000000003
111,3, refresh non irritate keep fridge miracle problem,2,5,0,0,8,49,6.0,0.0,0.0
112,5, must sink good refresh damper skin without sickness smell,12,3,0,2,10,58,5.4,0.7,0.6000000000000001
113,5, must buy always keep one home,1,1,0,0,7,30,4.0,0.0,0.0
114,2, spray stop work like bought daughter feel rip left spray stop work really get money worth late return,16,7,0,1,19,102,4.7,0.05,0.225
115,5, water reduce itchiness funny magic new favorite long history issue itchiness face try keep skin hydrate without get pimple overhydrating dream facial oil give use way straight mist face moisture mix powder face mass favorite base mix drop facial oil put drop two oil separate spray bottle cap shake vigorously spray face truly notice big difference itchiness use well worth price definitely buying,59,15,0,4,64,398,5.3,0.11818181818181817,0.5349650349650349
116,5, good excellent,1,1,0,0,3,15,6.5,0.85,0.8
117,5, super fine hydrate mist water spray much fine water mist particle french skin leave refresh feel whether sensitive skin mild irritation sun long must,20,7,0,0,25,150,5.2,0.22142857142857145,0.4952380952380952
118,1, water those anyone want really like didn sprayed violently face felt like water those hit amazon nice enough send return payment maybe get bank bottle sure try different brand,17,9,0,4,30,176,5.1,0.08333333333333331,0.6981481481481482
119,5, pool side fancy live high desert even pool day heat unbearable mister want take plunge pool lovely purpose however notice much moisturize happen use would love benefit consider pamper feel use ala still turn arson oil keep skin feel dry crack know could buy spray bottle throw bottle water effect wouldn able say would hand french spring water strait sex pretension,58,21,0,9,62,366,5.0,0.2412121212121212,0.476875
120,5, amaze light best buying,3,3,0,0,5,24,5.0,0.7,0.5
121,5, yes honey girl let tell stuff give suffer ace cystic acne year finally found routine work wash face make wipe water spray face amaze stuff think different bunch ingredient really irritated face stuff natural feel great face refresh leaf feel like million buck love thing ill ever,37,9,0,4,48,280,5.0,0.15714285714285717,0.6500000000000001
122,5, love excellent,1,0,0,0,3,15,6.5,0.75,0.8
123,2, deceptive advertising wrap say ll oz spray bottle ll oz deceptive advertising please correct description say ll oz,6,7,0,3,19,115,5.4,0.0,0.0
124,5, good good,0,0,0,0,3,10,4.0,0.7,0.6000000000000001
125,5, love stuff know love stuff much water spray contest refresh mist obsess can keep away year old daughter love,13,7,1,4,20,109,4.7,0.36,0.43999999999999995
126,5, perfect item described,1,1,0,0,4,23,6.7,1.0,1.0
127,5, good love,0,0,0,1,3,10,4.0,0.6,0.6000000000000001
128,5, recommend friend sensitive skin really recommend spring water friend sensitive skin skin could accept skin care suitable continue order every month,22,6,0,3,22,148,6.0,0.23750000000000002,0.6875
129,5, ill never go back another spray ingredient say perfect dry acne sensitive skin huge facial spray fan fan fragrance toxic ingredient found holy grain,13,12,0,7,25,149,5.2,0.13333333333333333,0.6285714285714287
130,5, amaze divine really thought would water much absolutely magical skin ridiculously reactive prone personal dermatitis start simply routine really quality productsdeaigned type skin thankful fantastic addition routine,25,8,0,3,28,216,7.0,0.1380952380952381,0.5653061224489796
131,5, best spring water best mineral water skin,3,1,0,0,8,42,5.0,1.0,0.3
132,5, result make skin smoother watery,4,0,0,0,6,33,5.6,0.0,0.0
133,5, good,0,0,0,0,2,5,4.0,0.7,0.6000000000000001
134,5, cool cool,0,0,0,0,3,10,4.0,0.35,0.65
135,5, instantly refresh face skin amaze give use week search eye cream sensitive eye lid found brand great eye tolerate eye dream saw water read review convince try spray face morning shower wash face night skin instantly restore refresh try love enough sit type enjoy,43,11,0,5,45,263,5.0,0.2571428571428571,0.6547619047619048
136,5, excellent excellent,0,4,0,0,3,20,9.0,1.0,1.0
137,3, fragrant fragrant sensitive couldn,1,3,0,0,5,35,7.7,0.1,0.9
138,5, refresh outstanding,0,0,0,0,3,20,9.0,0.5,0.875
139,5, must sincere routine love much sensitive skin,7,1,0,0,8,46,5.6,0.3666666666666667,0.6666666666666666
140,5, great love ho spray,1,4,0,1,5,20,4.0,0.65,0.675
141,5, amaze sensitive skin sensitive skin job irritate love,10,1,0,1,9,54,5.7,0.2333333333333333,0.7999999999999999
142,3, pretty excite honestly impressed hairspray bottle full mineral water glad others love see great result overprice water mister,19,9,0,1,19,126,6.0,0.5666666666666668,0.8166666666666665
143,4, best price amaze,0,0,0,0,4,17,4.7,1.0,0.3
144,2, recommend disappointed thing claim feel like waste money,6,1,0,2,9,57,6.1,-0.475,0.375
145,2, bad reaction acne found spray alright band acne prone skin warn pretty much band cause skin break lot stuck regiment month kept tell bad bacteria come clean clear skin keep stop regiment little month skin start break huge painful pimple kept use though hop see turn around soon finally decide stop month use due pain two week later skin almost clear except couple stubborn it weirdanyways experience hopefully help people acne prone skin make risk whether buy know everyone skin type different,65,20,3,6,83,494,5.0,-0.07113095238095234,0.5910714285714286
146,5, love must love spray sensitive skin feel refresh couple time day live without think moisturize,9,5,0,1,16,95,5.3,0.3090909090909091,0.65
147,5, awesome org amaze feel awesome press come smoothly need press time come family love,18,9,1,3,15,84,5.0,0.725,0.775
148,5, avenue good bc avenue,3,2,0,1,5,22,4.5,0.7,0.6000000000000001
149,5, amaze work nice daughter,2,1,0,0,5,25,5.2,0.6,1.0
150,5, love always go beauty routine pm,6,3,0,2,7,33,4.5,0.5,0.6
151,5, love love stuff great cool effect,1,1,0,0,7,34,4.7,0.5375,0.65
152,5, nice nice,0,0,0,0,3,10,4.0,0.6,1.0
153,5, excellent purchase order love definitely buy leaf skin moist soft dry,8,5,0,1,12,70,5.4,0.3066666666666667,0.6100000000000001
154,5, love nice non irritate soothe fine line dry skin,3,2,0,0,10,49,4.4,0.36250000000000004,0.675
155,5, use year travel size work wonder long plane ride love,3,14,0,0,11,54,4.4,0.225,0.5
156,5, refresh adjective thought seem like useless little adjective feel incredibly refresh spray make facial skin dry hot stress probably always keep one hand take town well great plane ride,30,8,0,4,30,185,5.4,0.17083333333333334,0.5428571428571429
157,5, great moisture set make,1,0,0,0,5,24,5.0,0.8,0.75
158,1, damage damage soon disappointed wait week,2,1,0,1,7,42,6.0,-0.75,0.75
159,5, good good skin,1,0,0,0,4,15,4.0,0.7,0.6000000000000001
160,5, magic found star review true experience first thing morning spring long curly hair scalp face gently scratch hair lightly massage face imagine nicely mile water natural facial oil face incredibly soft second day curly hair regain lymph ultimate goal wipe lip brow color apply sunscreen consider ready go world work goal review say might imagination way skin hair feel apply feel great refresh ready go,57,20,1,5,66,402,5.2,0.24333333333333335,0.5588888888888889
161,5, great tone calm rosacea give use year tone mineral water calm effect keep rosacea bay perfect moisturize spirit apply dream gentle scent great take airplane,24,5,0,0,26,157,5.3,0.5666666666666668,0.7999999999999999
162,5, cool mist love water heaven sake moisturizer acne treatment whatever water thermal spring water france happen love can not imagine expect miracle wash face add extra layer moisture let semi dry apply favorite moisturizer great addition beauty routine really love cool mist face shower use several year zero problem skin look good enough people comment even woman facial complementary may genetic mother good skin certainly never miss expensive beauty elizabeth garden stuff like good love cool spray spring water cleanse,65,23,0,8,81,521,5.5,0.3040100250626567,0.5458646616541353
163,5, wonderful magic water water love it layer skin care routine sweat want light refresh face sting use active sincere tool face quickly calm redness hyaluronic acid good apply slightly damp skin ill spray face apply moisturizer serum face dry your dry environment ha actually pull moisture skin instead help minimize ha benefit skin super dry general face dry fully skin care step ill give another spray apply next layer spread easy less productthis bottle seem price what basically pressurize water honestly become crucial part routine keep buying skin seem clearer since start use last much longer expect least day day sometimes several time give month still least full,78,21,0,7,109,669,5.2,0.12183908045977015,0.5517241379310345
164,5, fresh spring water without irritation scent really like use clean fresh spring water without irritation leaf nice moisturize feel enjoy,12,6,0,1,21,136,5.8,0.3611111111111111,0.5666666666666667
165,5, good real one good,0,1,0,0,5,19,3.7,0.5333333333333333,0.5000000000000001
166,5, amaze good sensitive skin,2,0,0,0,5,26,5.5,0.39999999999999997,0.75
167,5, oddly amaze know stuff make skin look amaze spray wash face pm let dry naturally proceed normal sincere routine discover search psoriasis sensitive skin psoriasis clear use saline medical grade skin barrier oil cleanse seem clear psoriasis scalp really couldn large bottle expect last long time spirit pm,47,10,0,9,49,305,5.4,0.09084249084249083,0.3970695970695971
168,5, nice keep hydrate face,1,1,0,0,5,23,4.7,0.6,1.0
169,5, love help eczema love,1,3,0,0,5,22,4.5,0.5,0.6
170,5, good pleasant surprise make winter skin less dry,2,0,0,0,9,49,5.1,0.29999999999999993,0.5583333333333333
171,5, love productthats say feel great skin love,7,3,0,2,8,43,5.1,0.6,0.65
172,5, amaze eczema try everything help son eczema nothing help except avenue use extremely xeracalm recovery thermal spring four within day redness go away skin actually start heal,14,6,1,1,28,175,5.5,-0.0625,0.55
173,5, scent free moisturize note,0,2,0,0,5,27,5.7,0.4,0.8
174,5, every day great,1,0,0,1,4,16,4.3,0.8,0.75
175,3, me know people have literally water aerosol okay nothing amaze dry sensitive skin bow,9,8,0,2,15,86,5.1,0.17777777777777778,0.6666666666666666
176,5, purchase fragrance free love good thermal water perfect,5,2,0,0,9,56,6.0,0.65,0.75
177,5, magic love know would without honestly horrible sunburnt found item help relieve pain feel nice cool easy,15,5,0,0,18,106,5.2,0.23055555555555554,0.8472222222222222
178,5, work great psoriasis lichen plan sensitive skin work great psoriasis lichen plan sensitive skin,4,0,0,0,15,96,5.9,0.45000000000000007,0.825
179,5, great great,0,0,0,0,3,12,5.0,0.8,0.75
180,3, great stop spray half bottle left unable,6,4,0,0,8,41,4.9,0.033333333333333354,0.35416666666666663
181,5, great good heat irritated irritated skin,4,1,0,0,7,41,5.8,0.75,0.675
182,1, moisturize really like get today org cover broke open box hope work well,8,4,0,4,14,73,4.6,0.1,0.35
183,2, spray head broke spray head broke bottle mineral water hand,10,9,0,0,11,60,5.0,0.0,0.0
184,5, huge bottle great sensitive skin bottle huge last long time daughter sensitive skin break easy make skin look lawless,12,3,0,0,20,118,5.2,0.2729166666666667,0.7062499999999999
185,3, hard say work seem cool skin due evaporation anything questionable,9,1,0,0,11,67,5.7,-0.14166666666666666,0.6416666666666666
186,5, amaze miracle spray suffer dermatitis eczema spray reduce inflammation several time day feel amaze,12,4,0,2,15,99,6.1,0.0,0.0
187,5, great feel lookout face cleaning love feel sensitive skin enjoy use morning lookout every night cleaning face sometimes spray apply make well leaf feel refresh,17,4,0,4,26,160,5.4,0.45000000000000007,0.6875
188,5, refresh small sample bottle subscription excite find large bottle amazon refresh sensitive skin spray come light cool mist outside hot day conductor microcurrent device,25,5,0,4,25,169,6.0,0.1520408163265306,0.5683673469387756
189,5, awesome love everything scent refresh,5,2,0,1,6,38,6.6,0.75,0.8
190,4, far good bought sensitive skin feel moisture right use turn dry soon,7,2,0,1,13,69,4.7,0.22380952380952376,0.7271428571428571
191,3, wonderful prayer stop work use long time love give low rating unfortunately spray noble particular unit stop work recently pas return date guess buy another source,21,5,0,4,27,164,5.3,0.21458333333333332,0.5979166666666667
192,4, good expensive feel nice face,2,0,0,0,6,30,5.0,0.26666666666666666,0.7666666666666666
193,5, amaze nice spray fresh wash face feel smooth cool,6,8,0,0,10,50,4.6,0.4125,0.6625
